t_date,t_amount,t_desc,t_balance
23/04/2020,-91.64,Direct Debit 279234 PAYPAL AUSTRALIA 1008704294961,2550.24
23/04/2020,-10.99,Direct Debit 279234 PAYPAL AUSTRALIA 1008705242364,2641.88
23/04/2020,1158.17,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2652.87
23/04/2020,-62.65,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 20/04/2020,1494.7
23/04/2020,550,Transfer From Lion Pumping Lion Monthly,1557.35
22/04/2020,500,Transfer from NetBank,1007.35
22/04/2020,-76.99,ADOBE CREATIVE CLOUD ADOBE.LY/ENAU IE Card xx8833 AUD 76.99 Value Date: 19/04/2020,507.35
21/04/2020,-1000,Transfer to xx4217 NetBank,584.34
21/04/2020,770,Transfer from CBA NetBank Hallett April 20,1584.34
21/04/2020,-1000,Transfer to xx5005 NetBank,814.34
21/04/2020,-115.9,DAN MURPHYS 3073 STH MORANG AU Tap and Pay xx3903 Value Date: 16/04/2020,1814.34
21/04/2020,-52.95,COLES 0682 BUNDOORA AU Tap and Pay xx3903 Value Date: 17/04/2020,1930.24
21/04/2020,-11,COLES 0682 BUNDOORA AU Tap and Pay xx3903 Value Date: 17/04/2020,1983.19
21/04/2020,1158.17,Transfer From Lion Pumping Lion Pumping,1994.19
20/04/2020,-33,Direct Debit 279234 PAYPAL AUSTRALIA 1008669889034,836.02
20/04/2020,-132.94,Direct Debit 279234 PAYPAL AUSTRALIA 1008650947252,869.02
20/04/2020,-39.21,Direct Debit 062246 CommInsure 8260620--142529254,1001.96
20/04/2020,5,Direct Credit 279219 PAYPAL AUSTRALIA 1008670433810,1041.17
19/04/2020,-2026,CENTRE COM SUNSHINE SUNSHINE AU,1036.17
19/04/2020,2000,Transfer from CommBank app,3062.17
19/04/2020,-500,Transfer to xx5005 CommBank app,1062.17
18/04/2020,1230,POS 43424400 18 APR,1562.17
18/04/2020,-1109,CENTRE COM SUNSHINE SUNSHINE AU,332.17
18/04/2020,-550,Transfer to xx4217 NetBank,1441.17
18/04/2020,-99,JB HI FI THOMASTOWN AU Card xx8833 Value Date: 15/04/2020,1991.17
18/04/2020,-388,HARVEY NORMAN AV/IT THOMASTOWN AU Tap and Pay xx3903 Value Date: 15/04/2020,2090.17
18/04/2020,-361.39,COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx3903 Value Date: 15/04/2020,2478.17
18/04/2020,-72.55,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 15/04/2020,2839.56
17/04/2020,670,POS 43424400 17 APR,2912.11
17/04/2020,-57.88,Direct Debit 279234 PAYPAL AUSTRALIA 1008634564007,2242.11
17/04/2020,-400,SMP*Centrecom Bundoor Bundoora03 AU,2299.99
17/04/2020,-12.6,DONG TIEN MARKET LALOR AU Tap and Pay xx3903 Value Date: 10/04/2020,2699.99
17/04/2020,-1.41,International Transaction Fee Value Date: 13/04/2020,2712.59
17/04/2020,-47.07,"1&1 MAIL MEDIA INC, (MAI 855-2692217 PA US Card xx8833 USD 29.99 Value Date: 13/04/2020",2714
16/04/2020,135,POS 43424400 16 APR,2761.07
16/04/2020,-48,Direct Debit 279234 PAYPAL AUSTRALIA 1008622101588,2626.07
16/04/2020,-126.61,Direct Debit 279234 PAYPAL AUSTRALIA 1008622114879,2674.07
16/04/2020,1158.17,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2800.68
16/04/2020,-10.5,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 11/04/2020,1642.51
16/04/2020,-56.91,BED BATH N TABLE BUNDOORA AU Tap and Pay xx3903 Value Date: 11/04/2020,1653.01
15/04/2020,19.95,POS 43424400 15 APR,1709.92
15/04/2020,-869.05,Direct Debit 077380 DEFT PAYMENTS DEFT 29776182,1689.97
15/04/2020,-51.48,Direct Debit 062246 CommInsure 9003028--142354917,2559.02
15/04/2020,-15,COSTCO FUEL EPPING EPPING AU,2610.5
15/04/2020,-9,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 09/04/2020,2625.5
15/04/2020,-230.64,Vodafone Australia North Sydney AU Card xx8833 Value Date: 08/04/2020,2634.5
15/04/2020,-3.95,OFFICEWORKS 0315 BUNDOORA AU Tap and Pay xx3903 Value Date: 09/04/2020,2865.14
15/04/2020,-5.95,OFFICEWORKS 0315 BUNDOORA AU Tap and Pay xx3903 Value Date: 09/04/2020,2869.09
15/04/2020,-59.95,SHAVER SHOP EPPING EPPING AU Tap and Pay xx3903 Value Date: 11/04/2020,2875.04
15/04/2020,-145.35,COLES 0585 BUNDOORA AU Tap and Pay xx3903 Value Date: 11/04/2020,2934.99
15/04/2020,-397.72,HARRIS SCARFE EPPING AU Tap and Pay xx3903 Value Date: 11/04/2020,3080.34
15/04/2020,-99.95,HARRIS SCARFE EPPING AU Tap and Pay xx3903 Value Date: 11/04/2020,3478.06
15/04/2020,-8,OFFICEWORKS 0315 BUNDOORA AU Tap and Pay xx3903 Value Date: 13/04/2020,3578.01
15/04/2020,-17.5,COLES 0682 BUNDOORA AU Tap and Pay xx3903 Value Date: 13/04/2020,3586.01
14/04/2020,-99.95,Direct Debit 279234 PAYPAL AUSTRALIA 1008598320990,3603.51
14/04/2020,-30.89,Direct Debit 279234 PAYPAL AUSTRALIA 1008571303908,3703.46
14/04/2020,-64.55,Direct Debit 068616 HOLLARD INSURANC HOLLAR2675059414,3734.35
14/04/2020,330,Transfer From Corvette Clinic 010320c,3798.9
14/04/2020,-1000,Transfer to xx5005 NetBank,3468.9
14/04/2020,1158.17,Transfer From Lion Pumping Lion Pumping,4468.9
10/04/2020,-20,Wdl ATM CBA ATM LALOR C VIC 322603 AUS,3310.73
10/04/2020,-700,Transfer to xx4217 CommBank app,3330.73
10/04/2020,-57.2,ALDI STORES - EPPING EPPING AU Tap and Pay xx3903 Value Date: 06/04/2020,4030.73
10/04/2020,-152.96,COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx3903 Value Date: 07/04/2020,4087.93
10/04/2020,-53.7,LALOR H P SEAFOODPL LALOR AU Tap and Pay xx3903 Value Date: 07/04/2020,4240.89
9/04/2020,-61.42,Direct Debit 279234 PAYPAL AUSTRALIA 1008539599892,4294.59
9/04/2020,-20.21,Direct Debit 279234 PAYPAL AUSTRALIA 1008539504052,4356.01
9/04/2020,2316.34,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,4376.22
9/04/2020,-1000,Transfer to xx5005 NetBank,2059.88
9/04/2020,-50,COSTCO FUEL EPPING EPPING AU,3059.88
9/04/2020,-53.95,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 06/04/2020,3109.88
9/04/2020,-20,OZTELL SYDNEY AU Card xx8833 Value Date: 03/04/2020,3163.83
8/04/2020,445,POS 43424400 08 APR,3183.83
8/04/2020,-2.49,Direct Debit 279234 PAYPAL AUSTRALIA 1008534893529,2738.83
8/04/2020,-800,Transfer to xx5005 NetBank,2741.32
8/04/2020,-31.35,Jaycar Electronics Thomastown AU Tap and Pay xx3903 Value Date: 06/04/2020,3541.32
7/04/2020,300,POS 43424400 07 APR,3572.67
7/04/2020,825,Chq Dep Branch THOMASTOWN,3272.67
7/04/2020,-29.98,BUNNINGS 371000 THOMASTOWN AU Tap and Pay xx3903 Value Date: 02/04/2020,2447.67
7/04/2020,-87.5,WANAAN PTY LTD THOMASTOWN AU Tap and Pay xx3903 Value Date: 02/04/2020,2477.65
7/04/2020,-259.37,COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx3903 Value Date: 02/04/2020,2565.15
7/04/2020,-638,Sydney Tools Pty Ltd Epping AU Tap and Pay xx3903 Value Date: 03/04/2020,2824.52
7/04/2020,-1,International Transaction Fee Value Date: 02/04/2020,3462.52
7/04/2020,-33.31,WHITESPARKI 5875232235 AB CA Card xx8833 USD 20.00 Value Date: 02/04/2020,3463.52
7/04/2020,1158.17,Transfer From Lion Pumping Lion Pumping,3496.83
6/04/2020,150,POS 43424400 06 APR,2338.66
6/04/2020,-249.53,COSTCO WHOLESALE AUSTR EPPING AU Card xx7776,2188.66
5/04/2020,-200,LATITUDE GEM VISA NetBank BPAY 154799 6010732002049206,2438.19
5/04/2020,-200,Transfer to xx4217 NetBank,2638.19
4/04/2020,1250,POS 43424400 04 APR,2838.19
4/04/2020,-154.25,COSTCO WHOLESALE AUSTR EPPING AU,1588.19
4/04/2020,-32.98,BUNNINGS 371000 THOMASTOWN AU Tap and Pay xx3903 Value Date: 01/04/2020,1742.44
4/04/2020,-83.38,IKEA RICHMOND RICHMOND AU Tap and Pay xx3903 Value Date: 01/04/2020,1775.42
4/04/2020,-139.22,HOLLARD INSURANCE chatswood AU Card xx7776 Value Date: 01/04/2020,1858.8
4/04/2020,-3.25,POST THOMASTOWN POSTTH THOMASTOWN AU Card xx7776 Value Date: 01/04/2020,1998.02
4/04/2020,-59,POST THOMASTOWN POSTTH THOMASTOWN AU Card xx7776 Value Date: 01/04/2020,2001.27
3/04/2020,590,POS 43424400 03 APR,2060.27
3/04/2020,-12.05,Direct Debit 279234 PAYPAL AUSTRALIA 1008476762567,1470.27
3/04/2020,638,Transfer from CommBank app,1482.32
3/04/2020,-1325.5,Transfer to CBA A/c NetBank Danibel Supplier,844.32
3/04/2020,-18.2,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 01/04/2020,2169.82
2/04/2020,920,POS 43424400 02 APR,2188.02
2/04/2020,-302.99,Direct Debit 279234 PAYPAL AUSTRALIA 1008457258848,1268.02
2/04/2020,-136.99,Direct Debit 279234 PAYPAL AUSTRALIA 1008457168116,1571.01
2/04/2020,-98.85,CBA MERCHANT FEE 5353109391629396 Value Date: 31/03/2020,1708
2/04/2020,-77.01,COSTCO WHOLESALE AUSTR EPPING AU Card xx7776,1806.85
2/04/2020,-130.43,TELSTRA BILL PAYMNT MELBOURNE AU Card xx8833 Value Date: 31/03/2020,1883.86
2/04/2020,-37.24,PLINE PH LALOR PLAZA LALOR AU Tap and Pay xx3903 Value Date: 29/03/2020,2014.29
2/04/2020,-118,JB HI FI THOMASTOWN AU Card xx7776 Value Date: 30/03/2020,2051.53
1/04/2020,490,POS 43424400 01 APR,2169.53
1/04/2020,-19.99,COSTCO WHOLESALE AUSTR EPPING AU Card xx7776,1679.53
1/04/2020,-48.92,PADRINO IGA PLUS LIQ THOMASTOWN AU Card xx7776 Value Date: 30/03/2020,1699.52
31/03/2020,729.99,POS 43424400 31 MAR,1748.44
31/03/2020,-109.99,Direct Debit 513839 IINET_LIMITED-N 20090065f3f4ce9,1018.45
31/03/2020,-1430,Direct Debit 077380 DEFT PAYMENTS DEFT 29640148,1128.44
31/03/2020,-125.98,Direct Debit 279234 PAYPAL AUSTRALIA 1008436556806,2558.44
31/03/2020,-302.99,Direct Debit 279234 PAYPAL AUSTRALIA 1008434883283,2684.42
31/03/2020,-89.49,Direct Debit 279234 PAYPAL AUSTRALIA 1008436546302,2987.41
31/03/2020,-186.1,Direct Debit 279234 PAYPAL AUSTRALIA 1008434940488,3076.9
31/03/2020,-34.95,OFFICEWORKS 0307 PRESTON AU Tap and Pay xx3903 Value Date: 29/03/2020,3263
31/03/2020,-44.75,COLES 7786 LALOR AU Tap and Pay xx3903 Value Date: 29/03/2020,3297.95
31/03/2020,1158.17,Transfer From Lion Pumping Lion Pumping,3342.7
30/03/2020,970,POS 43424400 30 MAR,2184.53
30/03/2020,-111.2,Direct Debit 279234 PAYPAL AUSTRALIA 1008433624564,1214.53
30/03/2020,-153.26,Direct Debit 466856 GIO COMMERCIAL I GPM004106253,1325.73
30/03/2020,-13.99,Direct Debit 279234 PAYPAL AUSTRALIA 1008413913415,1478.99
30/03/2020,-137.85,DAN MURPHY'S 3865 EPPING VIC AU,1492.98
29/03/2020,-169.5,BUNNINGS 371000 THOMASTOWN AU,1630.83
29/03/2020,-52,COSTCO FUEL EPPING EPPING AU,1800.33
28/03/2020,-1000,Transfer to xx5005 NetBank,1852.33
28/03/2020,760,POS 43424400 28 MAR,2852.33
28/03/2020,-27.9,FASTRAC FOODSERVICE SOMERVILLE AU Card xx8833 Value Date: 26/03/2020,2092.33
28/03/2020,-40,OZTELL SYDNEY AU Card xx8833 Value Date: 25/03/2020,2120.23
28/03/2020,-29.9,NETREGISTRY 61 2 8317 614 AU Card xx8833 Value Date: 25/03/2020,2160.23
27/03/2020,850,POS 43424400 27 MAR,2190.13
27/03/2020,-957.31,Direct Debit 077380 DEFT PAYMENTS DEFT 29603644,1340.13
27/03/2020,-1000,Transfer to xx5005 NetBank,2297.44
27/03/2020,-200,Transfer to xx4217 NetBank,3297.44
27/03/2020,-200,Transfer to xx4217 NetBank,3497.44
27/03/2020,-122.9,DAN MURPHYS 3073 STH MORANG AU Tap and Pay xx3903 Value Date: 24/03/2020,3697.44
26/03/2020,390,POS 43424400 26 MAR,3820.34
26/03/2020,1158.17,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,3430.34
26/03/2020,-265.5,INTACT MEDIA VIC PTY PASCOEVALE AU,2272.17
26/03/2020,-7.8,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 24/03/2020,2537.67
26/03/2020,-36.36,WWW.NETTVPLUS.COM A-47955 WWW.NETTVPLUS CY Card xx8833 AUD 36.36 Value Date: 23/03/2020,2545.47
26/03/2020,-13.16,SMP*Thomastown Fresh F Thomastown AU Card xx7776 Value Date: 23/03/2020,2581.83
25/03/2020,320,POS 43424400 25 MAR,2594.99
25/03/2020,-2.15,COLES 7786 LALOR AU,2274.99
25/03/2020,-54,THOMASTOWN W3407 THOMASTOWN AU Card xx7776,2277.14
25/03/2020,-133.98,DAN MURPHYS 3865 EPPIN EPPING AU Card xx7776,2331.14
25/03/2020,-46.2,HOME MAKE IT PTY LTD RESERVOIR AU Tap and Pay xx3903 Value Date: 23/03/2020,2465.12
25/03/2020,-102,THE GOOD GUYS THOMASTOWN AU Tap and Pay xx3903 Value Date: 22/03/2020,2511.32
25/03/2020,-46.97,THE WAREHOUSE LALOR AU Tap and Pay xx3903 Value Date: 22/03/2020,2613.32
25/03/2020,-31.94,PADRINO IGA PLUS LIQ THOMASTOWN AU Tap and Pay xx3903 Value Date: 22/03/2020,2660.29
25/03/2020,-58.56,ALDI STORES - CAMPBELL CAMPBELLFIELD AU Tap and Pay xx3903 Value Date: 21/03/2020,2692.23
24/03/2020,320,POS 43424400 24 MAR,2750.79
24/03/2020,-240.39,Direct Debit 279234 PAYPAL AUSTRALIA 1008374814318,2430.79
24/03/2020,-21.98,Direct Debit 279234 PAYPAL AUSTRALIA 1008374036974,2671.18
24/03/2020,-9.98,JOSEPHINE`S PANTRY P LALOR AU Tap and Pay xx3903 Value Date: 19/03/2020,2693.16
24/03/2020,-12.95,MICHAELS DELI PL LALOR AU Tap and Pay xx3903 Value Date: 19/03/2020,2703.14
24/03/2020,-33.71,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 19/03/2020,2716.09
24/03/2020,-76.99,ADOBE CREATIVE CLOUD ADOBE.LY/ENAU IE Card xx8833 AUD 76.99 Value Date: 19/03/2020,2749.8
24/03/2020,-450,THE GOOD GUYS THOMASTOWN AU Tap and Pay xx3903 Value Date: 19/03/2020,2826.79
24/03/2020,-590,OFFICEWORKS 0327 CAMPBELLFIELD AU Tap and Pay xx3903 Value Date: 21/03/2020,3276.79
24/03/2020,-0.1,OFFICEWORKS 0327 CAMPBELLFIELD AU Tap and Pay xx3903 Value Date: 21/03/2020,3866.79
24/03/2020,-36.6,Jaycar Electronics Thomastown AU Tap and Pay xx3903 Value Date: 22/03/2020,3866.89
24/03/2020,-29,OFFICEWORKS 0315 BUNDOORA AU Tap and Pay xx3903 Value Date: 22/03/2020,3903.49
24/03/2020,-83.95,OFFICEWORKS 0315 BUNDOORA AU Tap and Pay xx3903 Value Date: 22/03/2020,3932.49
24/03/2020,29,Return OFFICEWORKS 0315 BUNDOORA AU Tap and Pay xx3903 Value Date: 22/03/2020,4016.44
24/03/2020,1158.17,Transfer From Lion Pumping Lion Pumping,3987.44
23/03/2020,230,POS 43424400 23 MAR,2829.27
23/03/2020,-100.12,Direct Debit 279234 PAYPAL AUSTRALIA 1008363390076,2599.27
23/03/2020,-51.2,Jaycar Electronics Thomastown AU,2699.39
23/03/2020,73.8,Refund Purchase DISCOUNT DRUG STORES THOMASTOWN VICAU,2750.59
23/03/2020,550,Transfer From Lion Pumping Lion Monthly,2676.79
22/03/2020,-202.79,COSTCO WHOLESALE AUSTR EPPING AU,2126.79
21/03/2020,459.95,POS 43424400 21 MAR,2329.58
21/03/2020,-800,Transfer to xx4217 NetBank,1869.63
21/03/2020,-5.6,WOOLWORTHS 3340 BUNDOORA AU Tap and Pay xx3903 Value Date: 18/03/2020,2669.63
20/03/2020,310,POS 43424400 20 MAR,2675.23
20/03/2020,-300,Transfer to xx4217 NetBank,2365.23
20/03/2020,770,Transfer from CBA NetBank Hallett March Apri,2665.23
20/03/2020,-73.98,PSARAKOS PTY LTD BUNDOORA AU Tap and Pay xx3903 Value Date: 18/03/2020,1895.23
20/03/2020,-8.99,CHEMIST WAREHOUSE GREENSBOROUGH AU Card xx8833 Value Date: 18/03/2020,1969.21
20/03/2020,-49.46,CHEMIST WAREHOUSE GREENSBOROUGH AU Card xx8833 Value Date: 18/03/2020,1978.2
20/03/2020,-32,YV CHOCOLATERIE YARRA GLEN AU Card xx8833 Value Date: 18/03/2020,2027.66
20/03/2020,-73.79,DISCOUNT DRUG STORES THOMASTOWN AU Tap and Pay xx3903 Value Date: 16/03/2020,2059.66
20/03/2020,-6.15,COLES 0682 BUNDOORA AU Tap and Pay xx3903 Value Date: 18/03/2020,2133.45
19/03/2020,-12.99,Direct Debit 279234 PAYPAL AUSTRALIA 1008328467509,2139.6
19/03/2020,-21.98,Direct Debit 279234 PAYPAL AUSTRALIA 1008320399537,2152.59
19/03/2020,1158.17,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2174.57
19/03/2020,-43.07,THATS AMORE CHEESE P THOMASTOWN AU Card xx7776,1016.4
18/03/2020,-39.21,Direct Debit 062246 CommInsure 8260620--141730211,1059.47
18/03/2020,-169.39,COSTCO WHOLESALE AUSTR EPPING AU,1098.68
18/03/2020,-27.57,RITCHIES SUPA IGA YA YARRA GLEN AU,1268.07
18/03/2020,-90.17,YARRA VALLEY CUSTOM DIXONS CREEK AU,1295.64
18/03/2020,-9.75,COLES 0506 DIAMOND CREEKAU,1385.81
18/03/2020,-120.84,DAN MURPHYS 3865 EPPIN EPPING AU Tap and Pay xx3903 Value Date: 14/03/2020,1395.56
18/03/2020,-12.72,COLES 0585 BUNDOORA AU Tap and Pay xx3903 Value Date: 16/03/2020,1516.4
17/03/2020,-41.07,ALDI STORES - BUNDOORA BUNDOORA AU,1529.12
17/03/2020,-66.8,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 12/03/2020,1570.19
17/03/2020,-229.16,VODAFONE NORTH SYDNEY AU Card xx8833 Value Date: 12/03/2020,1636.99
17/03/2020,1158.17,Transfer From Lion Pumping Lion Pumping,1866.15
16/03/2020,-51.48,Direct Debit 062246 CommInsure 9003028--141611548,707.98
14/03/2020,290,POS 43424400 14 MAR,759.46
14/03/2020,-60,COSTCO FUEL EPPING EPPING AU,469.46
13/03/2020,-500,Transfer to xx4217 CommBank app Value Date: 14/03/2020,529.46
13/03/2020,400,POS 43424400 13 MAR,1029.46
13/03/2020,-236,OFFICEWORKS 0315 BUNDOORA AU,629.46
12/03/2020,-64.55,Direct Debit 068616 HOLLARD INSURANC HOLLAR2655996464,865.46
12/03/2020,-532.4,Transfer to CBA A/c NetBank Danibel Supplier,930.01
12/03/2020,1158.17,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1462.41
11/03/2020,100,POS 43424400 11 MAR,304.24
11/03/2020,-30,SMP*Centrecom Bundoor Bundoora03 AU,204.24
11/03/2020,-48.59,DAN MURPHY'S 3616 RICHMOND AU Tap and Pay xx3903 Value Date: 06/03/2020,234.24
10/03/2020,40,POS 43424400 10 MAR,282.83
10/03/2020,-1405,Transfer to xx5005 NetBank,242.83
10/03/2020,-11.45,KFC EPPING EPPING AU Tap and Pay xx3903 Value Date: 04/03/2020,1647.83
10/03/2020,-79.84,MATCHBOX RICHMOND AU Tap and Pay xx3903 Value Date: 06/03/2020,1659.28
10/03/2020,-59.11,OPTUS BILLING PAY MY B MACQUARIE PAR AU Card xx8833 Value Date: 06/03/2020,1739.12
10/03/2020,-12.81,CARE PARK PTY LTD MELBOURNE AU Tap and Pay xx3903 Value Date: 06/03/2020,1798.23
10/03/2020,-97.95,DAN MURPHYS 3865 EPPIN EPPING AU Tap and Pay xx3903 Value Date: 06/03/2020,1811.04
10/03/2020,-88.98,OFFICEWORKS 0315 BUNDOORA AU Tap and Pay xx3903 Value Date: 07/03/2020,1908.99
10/03/2020,-55.82,COLES 0682 BUNDOORA AU Tap and Pay xx3903 Value Date: 07/03/2020,1997.97
10/03/2020,1158.17,Transfer From Lion Pumping Lion Pumping,2053.79
9/03/2020,-2.49,Direct Debit 279234 PAYPAL AUSTRALIA 1008227342121,895.62
6/03/2020,100,POS 43424400 06 MAR,898.11
6/03/2020,-1480.17,Direct Debit 077380 DEFT PAYMENTS DEFT 29434930,798.11
6/03/2020,-36.95,HARRIS SCARFE EPPING AU Card xx8833,2278.28
5/03/2020,220,POS 43424400 05 MAR,2315.23
5/03/2020,1158.17,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2095.23
5/03/2020,105.29,Transfer From Lion Pumping Lion Shortfall,937.06
5/03/2020,-34.6,BUNNINGS 371000 THOMASTOWN AU Tap and Pay xx3903 Value Date: 02/03/2020,831.77
5/03/2020,-69,FANTASTIC FURNITURE THOMASTOWN AU Tap and Pay xx3903 Value Date: 02/03/2020,866.37
5/03/2020,-0.93,International Transaction Fee Value Date: 02/03/2020,935.37
5/03/2020,-30.98,WHITESPARKI 5875232235 AB CA Card xx8833 USD 20.00 Value Date: 02/03/2020,936.3
5/03/2020,-104.87,HOLLARD INSURANCE chatswood AU Card xx7776 Value Date: 02/03/2020,967.28
4/03/2020,-25.01,COSTCO FUEL EPPING EPPING AU,1072.15
4/03/2020,-113.71,COSTCO WHOLESALE AUSTR EPPING AU Card xx7776,1097.16
4/03/2020,-17.78,COSTCO WHOLESALE AUSTR EPPING AU Card xx8833,1210.87
4/03/2020,-26.95,Jaycar Electronics Thomastown AU,1228.65
4/03/2020,-92,D O C ESPRESSO CARLTON AU Tap and Pay xx3903 Value Date: 01/03/2020,1255.6
4/03/2020,-120.99,DAN MURPHYS 3407 THOMA THOMASTOWN AU Tap and Pay xx3903 Value Date: 29/02/2020,1347.6
4/03/2020,-72.95,IKEA RICHMOND RICHMOND AU Tap and Pay xx3903 Value Date: 01/03/2020,1468.59
3/03/2020,80,POS 43424400 03 MAR,1541.54
3/03/2020,-11.31,Direct Debit 279234 PAYPAL AUSTRALIA 1008178521013,1461.54
3/03/2020,-500,LATITUDE GEM VISA NetBank BPAY 154799 6010732002049206,1472.85
3/03/2020,-181,DAN MURPHYS 3865 EPPIN EPPING AU Tap and Pay xx3903 Value Date: 27/02/2020,1972.85
3/03/2020,-13.06,S & S FINE FOODS PTY EPPING AU Tap and Pay xx3903 Value Date: 27/02/2020,2153.85
3/03/2020,-16.98,S & S FINE FOODS PTY EPPING AU Tap and Pay xx3903 Value Date: 27/02/2020,2166.91
3/03/2020,-385.25,BUNNINGS 492000 EPPING AU Tap and Pay xx3903 Value Date: 28/02/2020,2183.89
3/03/2020,1052.88,Transfer From Lion Pumping Lion Pumping,2569.14
3/03/2020,-109.99,Direct Debit 513839 IINET_LIMITED-N 2006106515b95fa,1516.26
2/03/2020,20,POS 43424400 02 MAR,1626.25
2/03/2020,-301.24,Direct Debit 279234 PAYPAL AUSTRALIA 1008170712668,1606.25
2/03/2020,-90,CBA MERCHANT FEE 5353109391629396 Value Date: 29/02/2020,1907.49
2/03/2020,-52.33,BUNNINGS 371000 THOMASTOWN AU Card xx7776,1997.49
2/03/2020,9.4,Refund Purchase BUNNINGS 371000 THOMASTOWN AU,2049.82
1/03/2020,-50.5,COSTCO FUEL EPPING EPPING AU,2040.42
1/03/2020,-18.38,BUNNINGS 539000 FAIRFIELD AU Card xx7776,2090.92
29/02/2020,80,POS 43424400 29 FEB,2109.3
29/02/2020,-130.43,TELSTRA BILL PAYMNT MELBOURNE AU Card xx8833 Value Date: 27/02/2020,2029.3
29/02/2020,-40,OZTELL SYDNEY AU Card xx8833 Value Date: 26/02/2020,2159.73
28/02/2020,280,POS 43424400 28 FEB,2199.73
28/02/2020,-153.26,Direct Debit 466856 GIO COMMERCIAL I GPM004106253,1919.73
27/02/2020,340,POS 43424400 27 FEB,2072.99
27/02/2020,-68,COSTCO FUEL EPPING EPPING AU,1732.99
27/02/2020,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1800.99
27/02/2020,-560,Transfer to xx4217 NetBank,748.11
27/02/2020,-20.56,PLINE PH LALOR PLAZA LALOR AU Tap and Pay xx3903 Value Date: 21/02/2020,1308.11
27/02/2020,-3.5,COCA-COLA AMATIL BUNDOORA AU Tap and Pay xx3903 Value Date: 22/02/2020,1328.67
26/02/2020,340,POS 43424400 26 FEB,1332.17
26/02/2020,-55.5,D DS CHARCOAL GRILL EPPING AU Card xx7776,992.17
26/02/2020,-24,PENINSULA HOT SPRG FINGAL AU Tap and Pay xx5155 Value Date: 23/02/2020,1047.67
26/02/2020,-20,PENINSULA HOT SPRG FINGAL AU Tap and Pay xx5155 Value Date: 23/02/2020,1071.67
26/02/2020,-11,PENINSULA HOT SPRI FINGAL AU Card xx8833 Value Date: 23/02/2020,1091.67
26/02/2020,-44.34,WOOLWORTHS 3340 BUNDOORA AU Tap and Pay xx5155 Value Date: 22/02/2020,1102.67
26/02/2020,-16.54,WOOLWORTHS 3340 BUNDOORA AU Tap and Pay xx5155 Value Date: 22/02/2020,1147.01
26/02/2020,-36.36,WWW.NETTVPLUS.COM A-217D0 WWW.NETTVPLUS CY Card xx8833 AUD 36.36 Value Date: 23/02/2020,1163.55
25/02/2020,80,POS 43424400 25 FEB,1199.91
25/02/2020,-40,Wdl ATM CBA ATM THOMASTOWN B VIC 317502 AUS,1119.91
25/02/2020,-141.27,EnergyAustralia Pty NetBank BPAY 97410 10054862335127 ShopHome Electrici,1159.91
25/02/2020,-1000,Transfer to xx5005 CommBank app,1301.18
25/02/2020,-16.8,COLES 7786 LALOR AU Tap and Pay xx3903 Value Date: 21/02/2020,2301.18
25/02/2020,1052.88,Transfer From Lion Pumping Lion Pumping,2317.98
24/02/2020,130,POS 43424400 24 FEB,1265.1
24/02/2020,-87.02,Direct Debit 279234 PAYPAL AUSTRALIA 1008091442101,1135.1
24/02/2020,-7.57,Direct Debit 279234 PAYPAL AUSTRALIA 1008094147704,1222.12
24/02/2020,-65.49,BUNNINGS 371000 THOMASTOWN AU Card xx7776,1229.69
23/02/2020,-62.14,RITCHIES DROMANA DROMANA AU,1295.18
22/02/2020,300,POS 43424400 22 FEB,1357.32
22/02/2020,-76.99,ADOBE CREATIVE CLOUD 1800614863 IE Card xx8833 AUD 76.99 Value Date: 19/02/2020,1057.32
21/02/2020,80,POS 43424400 21 FEB,1134.31
21/02/2020,-149.9,Direct Debit 279234 PAYPAL AUSTRALIA 1008066887511,1054.31
21/02/2020,-83.98,D'Amore Cellars Lalor AU,1204.21
21/02/2020,-560,Transfer to xx4217 NetBank,1288.19
