t_date,t_amount,t_desc,t_balance
30/05/2018,"+140.00","POS  43424400 30 MAY","+724.32"
30/05/2018,"-436.91","Transfer to other Bank NetBank Rent and Rates","+584.32"
29/05/2018,"+80.00","POS  43424400 29 MAY","+1021.23"
29/05/2018,"+700.00","Direct Credit 141000 Corvette Clinic 010518c","+941.23"
29/05/2018,"-143.23","Direct Debit 466856 GIO COMMERCIAL I GPM004106253","+241.23"
29/05/2018,"-930.00","Transfer to other Bank NetBank Rent and Rates","+384.46"
29/05/2018,"-49.00","JB HI FI THOMASTOWN  AU Card xx7792 Value Date: 24/05/2018","+1314.46"
28/05/2018,"+1080.00","POS  43424400 28 MAY","+1363.46"
28/05/2018,"-2.99","Direct Debit 279234 PAYPAL AUSTRALIA 1003159499583","+283.46"
27/05/2018,"-20.00","Transfer to xx5005 NetBank","+286.45"
27/05/2018,"-10.00","Transfer to xx5005 NetBank","+306.45"
26/05/2018,"+4.00","POS  43424400 26 MAY","+316.45"
25/05/2018,"+260.00","POS  43424400 25 MAY","+312.45"
25/05/2018,"-450.00","Transfer to xx5005 NetBank","+52.45"
24/05/2018,"+490.00","POS  43424400 24 MAY","+502.45"
24/05/2018,"-34.44","Direct Debit 279234 PAYPAL AUSTRALIA 5N5J2AGU6XVXG","+12.45"
24/05/2018,"-26.94","Direct Debit 279234 PAYPAL AUSTRALIA 1003151386948","+46.89"
24/05/2018,"-31.38","GERVASI IGA THOM THOMASTOWN  AU Card xx7792 Value Date: 22/05/2018","+73.83"
23/05/2018,"+50.00","POS  43424400 23 MAY","+105.21"
23/05/2018,"-39.99","Direct Debit 279234 PAYPAL AUSTRALIA 1003145670212","+55.21"
23/05/2018,"-500.00","Transfer to other Bank NetBank Rent and Rates","+95.20"
23/05/2018,"-70.00","AA HIGH ST TT 3240 THOMASTOWN  AU Card xx7792 Value Date: 18/05/2018","+595.20"
22/05/2018,"+120.00","POS  43424400 22 MAY","+665.20"
22/05/2018,"-6.95","Direct Debit 279234 PAYPAL AUSTRALIA 1003139740302","+545.20"
22/05/2018,"-250.00","Transfer to xx5005 CommBank app","+552.15"
22/05/2018,"-84.20","WU *4074064996 SYDNEY  AU Card xx7792 Value Date: 17/05/2018","+802.15"
22/05/2018,"-72.59","ADOBE  CREATIVE CLOUD 044-207-3650  IE Card xx7792 AUD 72.59 Value Date: 19/05/2018","+886.35"
21/05/2018,"+20.00","POS  43424400 21 MAY","+958.94"
21/05/2018,"+500.00","Direct Credit 141000 Lion Pumping","+938.94"
21/05/2018,"-33.00","Direct Debit 279234 PAYPAL AUSTRALIA 1003118323065","+438.94"
21/05/2018,"-49.99","Direct Debit 279234 PAYPAL AUSTRALIA 1003122719785","+471.94"
19/05/2018,"+280.00","POS  43424400 19 MAY","+521.93"
19/05/2018,"-600.00","VOLKSWAGEN FINANCIAL NetBank BPAY 44255 2733376","+241.93"
19/05/2018,"-8.60","WOOLWORTHS 3140 LALOR LALOR  AU Card xx7792 Value Date: 18/05/2018","+841.93"
18/05/2018,"+300.00","POS  43424400 18 MAY","+850.53"
18/05/2018,"-33.75","Direct Debit 062246 CommInsure 8260620--123199538","+550.53"
18/05/2018,"-156.00","OFFICEWORKS 0340         EPPING       AU","+584.28"
17/05/2018,"+185.00","POS  43424400 17 MAY","+740.28"
17/05/2018,"-115.00","JAX TYRES           EPPING            AU","+555.28"
17/05/2018,"-31.01","VODAFONE NORTH SYDNEY  AU Card xx7792 Value Date: 14/05/2018","+670.28"
17/05/2018,"-24.24","MELBOURNE AIRPORT TULLAMARINE  AU Card xx7792 Value Date: 14/05/2018","+701.29"
17/05/2018,"-5.45","COLES 0585 BUNDOORA  AU Card xx7792 Value Date: 15/05/2018","+725.53"
17/05/2018,"-197.34","SITEGROUND HOSTING 448008620379  GB Card xx7792 AUD 197.34 Value Date: 14/05/2018","+730.98"
16/05/2018,"+120.00","POS  43424400 16 MAY","+928.32"
16/05/2018,"-250.00","GEM VISA CARD        NetBank BPAY 154799 6010732002049206","+808.32"
15/05/2018,"-39.96","Direct Debit 279234 PAYPAL AUSTRALIA 1003093992685","+1058.32"
15/05/2018,"+800.00","Direct Credit 106600 SELVIJE  DAY Selvije Day","+1098.28"
15/05/2018,"-201.50","COLES 7786               LALOR        AU","+298.28"
15/05/2018,"+200.00","Transfer from  CommBank app","+499.78"
15/05/2018,"-300.00","Wdl ATM CBA ATM  THOMASTOWN B   VIC 317502   AUS","+299.78"
15/05/2018,"-23.27","GERVASI IGA THOM THOMASTOWN  AU Card xx7792 Value Date: 11/05/2018","+599.78"
15/05/2018,"-12.00","WILSON PARKING MEL210 MELBOURNE  AU Card xx7792 Value Date: 10/05/2018","+623.05"
15/05/2018,"-70.01","COLES 7812 RESERVOIR  AU Card xx7792 Value Date: 10/05/2018","+635.05"
15/05/2018,"-78.85","DAN MURPHYS LIQ W3432 EPPING  AU Card xx7792 Value Date: 12/05/2018","+705.06"
15/05/2018,"-62.00","PJ OBRIENS TULLAMARINE  AU Card xx7792 Value Date: 13/05/2018","+783.91"
14/05/2018,"+290.00","POS  43424400 14 MAY","+845.91"
14/05/2018,"-62.32","Direct Debit 068616 HOLLARD INSURANC HOLLAR2173983997","+555.91"
14/05/2018,"-139.00","Direct Debit 122794 IINET TECHNOLOGI 181310517c5dcf3","+618.23"
12/05/2018,"+40.00","POS  43424400 12 MAY","+757.23"
12/05/2018,"-158.60","DALMATINO PTY LTD PORT MELBOURN  AU Card xx7776 Value Date: 09/05/2018","+717.23"
11/05/2018,"-89.68","HOLLARD INSURANCE CHATSWOOD  AU Card xx7776 Value Date: 08/05/2018","+875.83"
10/05/2018,"+120.00","POS  43424400 10 MAY","+965.51"
10/05/2018,"-78.00","OFFICEWORKS 0340 EPPING  AU Card xx7792 Value Date: 08/05/2018","+845.51"
10/05/2018,"-8.50","COLES 0585 BUNDOORA  AU Card xx7792 Value Date: 08/05/2018","+923.51"
10/05/2018,"-17.00","KFC EPPING EPPING  AU Card xx7792 Value Date: 08/05/2018","+932.01"
09/05/2018,"+430.00","POS  43424400 09 MAY","+949.01"
09/05/2018,"-93.75","Transfer to other Bank NetBank Watchforce","+519.01"
09/05/2018,"-104.45","OPTUS BILLING SMARTPAY MACQUARIE PAR  AU Card xx7792 Value Date: 07/05/2018","+612.76"
09/05/2018,"-99.33","TELSTRA BILL PAYMNT MELBOURNE  AU Card xx7792 Value Date: 07/05/2018","+717.21"
09/05/2018,"-30.00","AA HIGH ST TT 3240 THOMASTOWN  AU Card xx7792 Value Date: 05/05/2018","+816.54"
09/05/2018,"-4.00","International Transaction Fee Value Date: 05/05/2018","+846.54"
09/05/2018,"-133.45","https://www.semrush.co Limassol  CY Card xx7792 USD 99.95 Value Date: 05/05/2018","+850.54"
08/05/2018,"+370.00","POS  43424400 08 MAY","+983.99"
08/05/2018,"-20.30","TRYBOOKING ARCHBISHOPS ONLINE PURCHA  AU Card xx7792 Value Date: 03/05/2018","+613.99"
08/05/2018,"-78.00","OFFICEWORKS 0340 EPPING  AU Card xx7792 Value Date: 04/05/2018","+634.29"
08/05/2018,"-40.00","OZTELL SYDNEY  AU Card xx7792 Value Date: 03/05/2018","+712.29"
08/05/2018,"-11.00","COLES 0654 EPPING  AU Card xx7792 Value Date: 06/05/2018","+752.29"
08/05/2018,"-69.00","BUNNINGS 492000 EPPING  AU Card xx7792 Value Date: 06/05/2018","+763.29"
07/05/2018,"+70.00","POS  43424400 07 MAY","+832.29"
05/05/2018,"+360.00","POS  43424400 05 MAY","+762.29"
05/05/2018,"-128.00","OFFICEWORKS 0315         BUNDOORA     AU","+402.29"
05/05/2018,"-22.50","WOOLWORTHS 3171 MILL P MILL PARK  AU Card xx7792 Value Date: 03/05/2018","+530.29"
04/05/2018,"+330.00","POS  43424400 04 MAY","+552.79"
03/05/2018,"+100.00","POS  43424400 03 MAY","+222.79"
03/05/2018,"-14.99","Direct Debit 279234 PAYPAL AUSTRALIA 1003022756489","+122.79"
02/05/2018,"+170.00","POS  43424400 02 MAY","+137.78"
02/05/2018,"-90.00","CBA MERCHANT FEE 5353109391629396 Value Date: 30/04/2018","-32.22"
01/05/2018,"+50.00","POS  43424400 01 MAY","+57.78"
30/04/2018,"-143.23","Direct Debit 466856 GIO COMMERCIAL I GPM004106253","+7.78"
28/04/2018,"+120.00","POS  43424400 28 APR","+151.01"
27/04/2018,"-1.19","International Transaction Fee Value Date: 23/04/2018","+31.01"
27/04/2018,"-39.58","1&1 MAIL MEDIA INC, (MAI 855-2692217 PA US Card xx7792 USD 29.99 Value Date: 23/04/2018","+32.20"
27/04/2018,"-147.92","BUNNINGS 492000 EPPING  AU Card xx7792 Value Date: 25/04/2018","+71.78"
26/04/2018,"+10.00","POS  43424400 26 APR","+219.70"
26/04/2018,"-609.70","Transfer to other Bank NetBank Rent and Rates","+209.70"
26/04/2018,"+150.00","Cash Dep Branch Thomastown","+819.40"
25/04/2018,"+50.00","POS  43424400 25 APR","+669.40"
25/04/2018,"-65.01","AA HIGH ST TT 3240 THOMASTOWN  AU Card xx7792 Value Date: 20/04/2018","+619.40"
25/04/2018,"-68.12","7-ELEVEN 1302 MILL PARK  AU Card xx7792 Value Date: 21/04/2018","+684.41"
24/04/2018,"+355.00","POS  43424400 24 APR","+752.53"
24/04/2018,"-300.00","Wdl ATM CBA ATM  THOMASTOWN B   VIC 317502   AUS","+397.53"
24/04/2018,"-72.59","ADOBE  CREATIVE CLOUD 044-207-3650  IE Card xx7792 AUD 72.59 Value Date: 19/04/2018","+697.53"
24/04/2018,"-110.00","WU 1811085920949942 180-017-3833  AU Card xx7792 Value Date: 20/04/2018","+770.12"
24/04/2018,"-12.30","POST   THOMASTOWN PO THOMASTOWN  AU Card xx7792 Value Date: 20/04/2018","+880.12"
24/04/2018,"-0.78","International Transaction Fee Value Date: 19/04/2018","+892.42"
24/04/2018,"-26.13","WHITESPARK EDMONTON AB CA Card xx7792 USD 20.00 Value Date: 19/04/2018","+893.20"
23/04/2018,"+190.00","POS  43424400 23 APR","+919.33"
23/04/2018,"-39.99","Direct Debit 279234 PAYPAL AUSTRALIA 1002962366728","+729.33"
23/04/2018,"-6.95","Direct Debit 279234 PAYPAL AUSTRALIA 1002953977454","+769.32"
23/04/2018,"+120.00","Direct Credit 403697 AMEX GR   120.00 8032007957","+776.27"
21/04/2018,"+60.00","POS  43424400 21 APR","+656.27"
21/04/2018,"-500.00","Transfer To Doni Franjo PayID Phone from CommBank app Mojo","+596.27"
20/04/2018,"+305.00","POS  43424400 20 APR","+1096.27"
20/04/2018,"+500.00","Direct Credit 141000 Lion Pumping","+791.27"
19/04/2018,"-267.24","PRINT LOGISTICS BROADMEADOWS  AU Card xx7792 Value Date: 16/04/2018","+291.27"
19/04/2018,"-20.35","PRICELINE LALOR PLAZA LALOR  AU Card xx7792 Value Date: 13/04/2018","+558.51"
18/04/2018,"+260.00","POS  43424400 18 APR","+578.86"
18/04/2018,"-33.75","Direct Debit 062246 CommInsure 8260620--122338141","+318.86"
18/04/2018,"+50.00","Cash Dep Branch Thomastown","+352.61"
18/04/2018,"-700.00","Transfer to other Bank NetBank Rent and Rates","+302.61"
17/04/2018,"+492.00","POS  43424400 17 APR","+1002.61"
17/04/2018,"-200.00","Wdl ATM CBA ATM  THOMASTOWN C   VIC 317503   AUS","+510.61"
17/04/2018,"-31.60","VODAFONE NORTH SYDNEY  AU Card xx7792 Value Date: 13/04/2018","+710.61"
17/04/2018,"-20.00","COLES EXPRESS 6841 MILL PARK  AU Card xx7776 Value Date: 14/04/2018","+742.21"
16/04/2018,"-38.76","Direct Debit 279234 PAYPAL AUSTRALIA 1002916500031","+762.21"
16/04/2018,"+10.00","Transfer from GLENN CROCKER NetBank Glenn","+800.97"
16/04/2018,"+120.00","Transfer from GLENN CROCKER NetBank Glenn","+790.97"
14/04/2018,"+150.00","POS  43424400 14 APR","+670.97"
13/04/2018,"+300.00","POS  43424400 13 APR","+520.97"
13/04/2018,"-62.32","Direct Debit 068616 HOLLARD INSURANC HOLLAR2152961157","+220.97"
13/04/2018,"-138.28","Direct Debit 122794 IINET TECHNOLOGI 18101050a299cc0","+283.29"
12/04/2018,"+350.00","POS  43424400 12 APR","+421.57"
12/04/2018,"-7.99","Direct Debit 279234 PAYPAL AUSTRALIA 1002903412079","+71.57"
12/04/2018,"-650.00","VOLKSWAGEN FINANCIAL NetBank BPAY 44255 2733376","+79.56"
11/04/2018,"+380.00","POS  43424400 11 APR","+729.56"
11/04/2018,"-16.14","MILL PARK PHARMACY MILL PARK  AU Card xx7792 Value Date: 08/04/2018","+349.56"
11/04/2018,"-50.06","7-ELEVEN 1302 MILL PARK  AU Card xx7792 Value Date: 08/04/2018","+365.70"
11/04/2018,"-99.94","DAN MURPHYS LIQ W3432 EPPING  AU Card xx7792 Value Date: 09/04/2018","+415.76"
10/04/2018,"+240.00","POS  43424400 10 APR","+515.70"
10/04/2018,"-70.00","Transfer to xx5005 CommBank app","+275.70"
10/04/2018,"-99.77","TELSTRA BILL PAYMNT MELBOURNE  AU Card xx7792 Value Date: 06/04/2018","+345.70"
10/04/2018,"-104.48","OPTUS BILLING SMARTPAY MACQUARIE PAR  AU Card xx7792 Value Date: 06/04/2018","+445.47"
10/04/2018,"-29.77","WOOLWORTHS 3171 MILL P MILL PARK  AU Card xx7792 Value Date: 08/04/2018","+549.95"
10/04/2018,"-95.20","WCC - SALTWATER COMM POINT COOK  AU Card xx7792 Value Date: 08/04/2018","+579.72"
08/04/2018,"-2.50","Non CBA ATM Withdrawal Fee","+674.92"
08/04/2018,"-100.00","Wdl ATM Red Coles Express - L  Laverton       AU","+677.42"
07/04/2018,"+100.00","POS  43424400 07 APR","+777.42"
07/04/2018,"-3.91","International Transaction Fee Value Date: 04/04/2018","+677.42"
07/04/2018,"-130.47","SEMRUSH.COM HTTPSWWW.SEMR PA US Card xx7792 USD 99.95 Value Date: 04/04/2018","+681.33"
07/04/2018,"-50.00","MY NET FONE AUSTRALIA SURRY HILLS  AU Card xx7792 Value Date: 06/04/2018","+811.80"
06/04/2018,"+160.00","POS  43424400 06 APR","+861.80"
06/04/2018,"-200.00","GEM VISA CARD        NetBank BPAY 154799 6010732002049206","+701.80"
06/04/2018,"-50.00","OZTELL SYDNEY  AU Card xx7792 Value Date: 03/04/2018","+901.80"
06/04/2018,"-18.00","DE BORTOLI WINES DIXONS CREEK  AU Card xx7792 Value Date: 02/04/2018","+951.80"
06/04/2018,"-40.00","SW PLUS PETROL W3506 MILL PARK  AU Card xx7792 Value Date: 04/04/2018","+969.80"
06/04/2018,"-89.68","HOLLARD INSURANCE CHATSWOOD  AU Card xx7776 Value Date: 02/04/2018","+1009.80"
05/04/2018,"+590.00","POS  43424400 05 APR","+1099.48"
05/04/2018,"-126.24","WU *9673943950 SYDNEY  AU Card xx7792 Value Date: 31/03/2018","+509.48"
04/04/2018,"+130.00","POS  43424400 04 APR","+635.72"
03/04/2018,"+210.00","POS  43424400 03 APR","+505.72"
02/04/2018,"-90.00","CBA MERCHANT FEE 5353109391629396 Value Date: 31/03/2018","+295.72"
29/03/2018,"+385.00","POS  43424400 29 MAR","+385.72"
28/03/2018,"+140.00","POS  43424400 28 MAR","+0.72"
28/03/2018,"-143.23","Direct Debit 466856 GIO COMMERCIAL I GPM004106253","-139.28"
28/03/2018,"-200.00","Wdl ATM CBA ATM  TUNSTALL SQ A  VIC 349801   AUS","+3.95"
28/03/2018,"+50.00","Transfer From Mr Doni Franjo to PayID Phone CREDIT TO ACCOUNT","+203.95"
28/03/2018,"-11.75","VRIDDHI ENTERPRISES MELBOURNE  AU Card xx7776 Value Date: 24/03/2018","+153.95"
28/03/2018,"-27.00","KMART 1090 PRESTON  AU Card xx7776 Value Date: 26/03/2018","+165.70"
27/03/2018,"+150.00","POS  43424400 27 MAR","+192.70"
27/03/2018,"-590.00","Transfer to xx5005 NetBank Wages","+42.70"
27/03/2018,"-24.24","MELBOURNE AIRPORT TULLAMARINE  AU Card xx7792 Value Date: 23/03/2018","+632.70"
27/03/2018,"-45.00","ZOMP SHOEZ SOUTH YARRA  AU Card xx7776 Value Date: 24/03/2018","+656.94"
26/03/2018,"+170.00","POS  43424400 26 MAR","+701.94"
26/03/2018,"-12.95","Direct Debit 279234 PAYPAL AUSTRALIA 1002799366201","+531.94"
26/03/2018,"-146.78","Direct Debit 279234 PAYPAL AUSTRALIA 1002792971243","+544.89"
24/03/2018,"+190.00","POS  43424400 24 MAR","+691.67"
24/03/2018,"-11.90","POST   THOMASTOWN PO THOMASTOWN  AU Card xx7792 Value Date: 21/03/2018","+501.67"
23/03/2018,"-39.99","Direct Debit 279234 PAYPAL AUSTRALIA 1002783633395","+513.57"
23/03/2018,"-0.78","International Transaction Fee Value Date: 19/03/2018","+553.56"
23/03/2018,"-26.05","WHITESPARK EDMONTON AB CA Card xx7792 USD 20.00 Value Date: 19/03/2018","+554.34"
23/03/2018,"-21.49","SUPER CHEAP AUTO THOMASTOWN  AU Card xx7792 Value Date: 20/03/2018","+580.39"
23/03/2018,"-14.50","COLES 7786 LALOR  AU Card xx7792 Value Date: 21/03/2018","+601.88"
22/03/2018,"+350.00","POS  43424400 22 MAR","+616.38"
22/03/2018,"-6.95","Direct Debit 279234 PAYPAL AUSTRALIA 1002780850815","+266.38"
22/03/2018,"-165.58","Yarra Valley Water   NetBank BPAY 344366 53415100416","+273.33"
22/03/2018,"-49.50","AA HIGH ST TT 3240 THOMASTOWN  AU Card xx7792 Value Date: 19/03/2018","+438.91"
22/03/2018,"-72.59","ADOBE  CREATIVE CLOUD 044-207-3650  IE Card xx7792 AUD 72.59 Value Date: 19/03/2018","+488.41"
21/03/2018,"+95.00","POS  43424400 21 MAR","+561.00"
21/03/2018,"-500.00","Transfer to other Bank NetBank Rent and Rates","+466.00"
21/03/2018,"-414.00","Transfer to CBA A/c NetBank OzModChips","+966.00"
20/03/2018,"+380.00","POS  43424400 20 MAR","+1380.00"
20/03/2018,"+500.00","Direct Credit 141000 Lion Pumping","+1000.00"
20/03/2018,"-33.75","Direct Debit 062246 CommInsure 8260620--121515437","+500.00"
20/03/2018,"-19.10","SW PLUS PETROL W3048 KINGSBURY  AU Card xx7776 Value Date: 16/03/2018","+533.75"
19/03/2018,"+240.00","POS  43424400 19 MAR","+552.85"
17/03/2018,"+200.00","POS  43424400 17 MAR","+312.85"
17/03/2018,"-500.00","Transfer to other Bank NetBank Rent and Rates","+112.85"
16/03/2018,"+510.00","POS  43424400 16 MAR","+612.85"
16/03/2018,"-38.20","Direct Debit 279234 PAYPAL AUSTRALIA 1002741142650","+102.85"
16/03/2018,"-85.00","EnergyAustralia Pty  NetBank BPAY 97410 10045041479513","+141.05"
15/03/2018,"+200.00","POS  43424400 15 MAR","+226.05"
15/03/2018,"-458.91","EnergyAustralia Pty  NetBank BPAY 97410 10035416593204 Electricity Shop","+26.05"
14/03/2018,"+249.99","POS  43424400 14 MAR","+484.96"
14/03/2018,"-38.32","UNITED PRESTON STH PRESTON SOUTH  AU Card xx7792 Value Date: 11/03/2018","+234.97"
13/03/2018,"+170.00","POS  43424400 13 MAR","+273.29"
13/03/2018,"-137.65","Direct Debit 122794 IINET TECHNOLOGI 1807004fc338d84","+103.29"
13/03/2018,"-30.00","Transfer to xx5005 NetBank Wages","+240.94"
13/03/2018,"-50.00","AA HIGH ST TT 3240 THOMASTOWN  AU Card xx7792 Value Date: 08/03/2018","+270.94"
13/03/2018,"-30.12","VODAFONE NORTH SYDNEY  AU Card xx7792 Value Date: 08/03/2018","+320.94"
12/03/2018,"+170.00","POS  43424400 12 MAR","+351.06"
12/03/2018,"-62.32","Direct Debit 068616 HOLLARD INSURANC HOLLAR2130711211","+181.06"
10/03/2018,"+140.00","POS  43424400 10 MAR","+243.38"
10/03/2018,"-10.00","Transfer to xx5005 NetBank Wages","+103.38"
10/03/2018,"-625.00","WU 1806687602848240 180-017-3833  AU Card xx7792 Value Date: 07/03/2018","+113.38"
09/03/2018,"+10.00","POS  43424400 09 MAR","+738.38"
08/03/2018,"-50.00","POS  43424400 08 MAR","+728.38"
08/03/2018,"-27.98","Direct Debit 279234 PAYPAL AUSTRALIA 1002698058509","+778.38"
07/03/2018,"+180.00","POS  43424400 07 MAR","+806.36"
07/03/2018,"-3.88","International Transaction Fee Value Date: 04/03/2018","+626.36"
07/03/2018,"-129.20","SEMRUSH 8558144510 PA US Card xx7792 USD 99.95 Value Date: 04/03/2018","+630.24"
06/03/2018,"+600.00","Direct Credit 141000 corvette clinic 010318c","+759.44"
06/03/2018,"-600.00","Transfer to other Bank NetBank Rent and Rates","+159.44"
06/03/2018,"-50.00","COLES 7812 RESERVOIR  AU Card xx7792 Value Date: 04/03/2018","+759.44"
06/03/2018,"-72.78","HOLLARD INSURANCE CHATSWOOD  AU Card xx7776 Value Date: 01/03/2018","+809.44"
05/03/2018,"+586.00","POS  43424400 05 MAR","+882.22"
05/03/2018,"-200.00","GEM VISA CARD        NetBank BPAY 154799 6010732002049206","+296.22"
03/03/2018,"+420.00","POS  43424400 03 MAR","+496.22"
03/03/2018,"-660.00","VOLKSWAGEN FINANCIAL NetBank BPAY 44255 2733376","+76.22"
03/03/2018,"+300.00","CASH DEPOSIT CBA ATM  EPPING D       VIC 359904   AUS","+736.22"
03/03/2018,"-18.66","MILL PARK PHARMACY MILL PARK  AU Card xx7792 Value Date: 28/02/2018","+436.22"
03/03/2018,"-114.06","OPTUS BILLING SMARTPAY MACQUARIE PAR  AU Card xx7792 Value Date: 28/02/2018","+454.88"
03/03/2018,"-23.24","BUNNINGS 371000 THOMASTOWN  AU Card xx7792 Value Date: 02/03/2018","+568.94"
02/03/2018,"+140.00","POS  43424400 02 MAR","+592.18"
02/03/2018,"-90.00","CBA MERCHANT FEE 5353109391629396 Value Date: 28/02/2018","+452.18"
02/03/2018,"-117.32","TELSTRA BILL PAYMNT MELBOURNE  AU Card xx7792 Value Date: 27/02/2018","+542.18"
02/03/2018,"-7.80","MCDONALDS MILL PARK MILL PARK  AU Card xx7792 Value Date: 26/02/2018","+659.50"
01/03/2018,"-0.11","Debit Excess Interest","+667.30"
28/02/2018,"+480.00","POS  43424400 28 FEB","+667.41"
