id,date,description,credit,debit,category,isSelected
0.2194882580293247,18/06/2020,Transfer To Doni Franjo PayID Phone from CommBank App savings,0,1000,,false
0.4221829062984652,18/06/2020,POS 43424400 18 JUN,740,0,income,false
0.8520142502274921,18/06/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009345317187,0,255,private,false
0.14774210185624348,18/06/2020,Direct Debit 062246 CommInsure 8260620--144095342,0,39.21,,false
0.5739181549938979,18/06/2020,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1158.17,0,income,false
0.8203461638417784,18/06/2020,THEWAYUP PTY LTD MILL PARK AU Tap and Pay xx3903 Value Date: 15/06/2020,0,26.39,,false
0.09442046120796865,18/06/2020,JB HI FI PLENTY VALL MILL PARK AU Tap and Pay xx3903 Value Date: 15/06/2020,0,29,materials,false
0.7716537786813811,17/06/2020,POS 43424400 17 JUN,100,0,income,false
0.6651638112537654,17/06/2020,S & S FINE FOODS PTY EPPING AU Tap and Pay xx3903 Value Date: 13/06/2020,0,44.9,,false
0.6511550887682394,16/06/2020,Direct Debit 062246 CommInsure 9003028--143989187,0,51.48,,false
0.31949297952901334,16/06/2020,YARRAVALLEYWATER WEB MITCHAM AU Card xx8833 Value Date: 11/06/2020,0,39.13,,false
0.6149769323365626,16/06/2020,PSARAKOS PTY LTD BUNDOORA AU Tap and Pay xx3903 Value Date: 11/06/2020,0,130.03,,false
0.3666514835673753,16/06/2020,COLES 7786 LALOR AU Tap and Pay xx3903 Value Date: 12/06/2020,0,47.95,,false
0.33131320233848216,16/06/2020,JADE MOUNTAIN TRADING THOMASTOWN AU Tap and Pay xx3903 Value Date: 11/06/2020,0,38.33,,false
0.6305341312663997,16/06/2020,HARRIS SCARFE EPPING AU Tap and Pay xx3903 Value Date: 13/06/2020,0,137.76,,false
0.2609477897483279,16/06/2020,COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx3903 Value Date: 13/06/2020,0,148.93,,false
0.21363351731094093,16/06/2020,Transfer To Doni Franjo PayID Phone from CommBank App savings,0,1000,,false
0.8600664922573573,16/06/2020,Transfer From Lion Pumping Lion Pumping,1158.17,0,income,false
0.6802361331619908,15/06/2020,Direct Debit 077380 DEFT PAYMENTS DEFT 20289459,0,1430,rent,false
0.7108133770402778,15/06/2020,WOOLWORTHS 3171 MILL P MILL PARK AU Card xx7776,0,15.5,private,false
0.6544924659410023,15/06/2020,EnergyAustralia Pty NetBank BPAY 97410 10098555264979,0,65,,false
0.9449474679187668,15/06/2020,EnergyAustralia Pty NetBank BPAY 97410 10038940320839,0,65,,false
0.3098623870024362,14/06/2020,WOOLWORTHS 3171 MILL P MILL PARK AU Card xx7776,0,22.17,private,false
0.08917959427175437,13/06/2020,POS 43424400 13 JUN,550,0,income,false
0.7396666877279643,13/06/2020,VODAFONE NORTH SYDNEY AU Card xx8833 Value Date: 10/06/2020,0,232.41,utilities,false
0.2686582725876765,12/06/2020,POS 43424400 12 JUN,729.95,0,income,false
0.3972740900640015,12/06/2020,Direct Debit 068616 HOLLARD INSURANC HOLLAR2712171089,0,64.55,,false
0.10272791759320077,12/06/2020,Transfer To Doni Franjo PayID Phone from CommBank App Family,0,200,,false
0.17398408961462097,12/06/2020,WAFA TRADING GROUP PTY BUNDOORA AU Tap and Pay xx3903 Value Date: 09/06/2020,0,8.64,,false
0.3861649428108014,11/06/2020,POS 43424400 11 JUN,240,0,income,false
0.8024293795418218,11/06/2020,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1471.67,0,income,false
0.9604939642978176,11/06/2020,JADE MOUNTAIN TRADING THOMASTOWN AU Card xx7776,0,18.98,,false
0.2843356655299172,11/06/2020,Transfer To Doni Franjo PayID Phone from CommBank App home rent,0,1564,,false
0.9908941092502652,11/06/2020,COSTCO FUEL EPPING EPPING AU,0,65.01,,false
0.4950217957828149,11/06/2020,Melb Onstreet MORELEY AU Tap and Pay xx3903 Value Date: 05/06/2020,0,14,,false
0.6257591411176886,11/06/2020,MILL PARK PHARMACY PL MILL PARK AU Tap and Pay xx3903 Value Date: 06/06/2020,0,111.96,,false
0.8966391361358659,11/06/2020,The Esplanade resort a Lake Entrance AU Card xx8833 Value Date: 06/06/2020,0,346.55,,false
0.961662376103559,11/06/2020,COLES 0585 BUNDOORA AU Tap and Pay xx3903 Value Date: 09/06/2020,0,33.44,,false
0.03440572108136153,10/06/2020,POS 43424400 10 JUN,470.1,0,income,false
0.22993514138972881,9/06/2020,WOOLWORTHS 3140 LALOR AU Tap and Pay xx3903 Value Date: 05/06/2020,0,8.4,private,false
0.5956929523610761,9/06/2020,Transfer From Lion Pumping Lion Pumping,1158.17,0,income,false
0.4643279111409271,9/06/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009240911130,0,2.49,software,false
0.9704828368567433,9/06/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009210124258,0,162.2,materials,false
0.6371516202120282,7/06/2020,COSTCO WHOLESALE AUSTR EPPING AU Card xx7776,0,74.98,,false
0.75401170291851,7/06/2020,Refund Purchase COSTCO WHOLESALE AUSTR EPPING AU,69.99,0,,false
0.7325933992719618,6/06/2020,POS 43424400 06 JUN,120,0,income,false
0.2070010073729054,6/06/2020,COLES 0654 EPPING AU,0,127.48,,false
0.7944192011681257,6/06/2020,COSTCO WHOLESALE AUSTR EPPING AU Card xx7776,0,203.44,,false
0.5234597295639176,6/06/2020,Transfer from GLENN CROCKER NetBank Glenn,135,0,income,false
0.2701567450833613,5/06/2020,POS 43424400 05 JUN,500,0,income,false
0.6370209903582635,5/06/2020,Novotel Ibis Melb Centr alMelbourne AU,0,306,,false
0.9017832283280418,5/06/2020,Transfer to xx5005 NetBank,0,800,,false
0.6250289556506758,5/06/2020,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 02/06/2020,0,51.61,private,false
0.6499495360650747,5/06/2020,International Transaction Fee Value Date: 02/06/2020,0,0.89,,false
0.9984254808991784,5/06/2020,WHITESPARKI 5875232235 AB CA Card xx8833 USD 20.00 Value Date: 02/06/2020,0,29.53,software,false
0.10205426991852873,4/06/2020,POS 43424400 04 JUN,300,0,income,false
0.003606545427575547,4/06/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009196787701,0,100,materials,false
0.8439521504357377,4/06/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009188143237,0,159.99,software,false
0.9560185877429199,4/06/2020,SMP*Centrecom Bundoor Bundoora03 AU,0,445,,false
0.12880182838423782,4/06/2020,Transfer from CBA NetBank Hallett May,770,0,income,false
0.8304723505229277,4/06/2020,LATITUDE GEM VISA NetBank BPAY 154799 6010732002049206,0,500,,false
0.9627940664525461,4/06/2020,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1158.17,0,income,false
0.4809009255772734,4/06/2020,HUGO BOSS AUSTRALIA PRESTON AU Tap and Pay xx3903 Value Date: 01/06/2020,0,708.4,,false
0.12609322980663684,4/06/2020,IKEA RICHMOND RICHMOND AU Tap and Pay xx3903 Value Date: 01/06/2020,0,76.49,,false
0.9918266118975438,4/06/2020,HOLLARD INSURANCE chatswood AU Card xx7776 Value Date: 01/06/2020,0,139.22,,false
0.8940768508721997,3/06/2020,POS 43424400 03 JUN,450,0,income,false
0.90452790191431,3/06/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009180240229,0,6.26,software,false
0.3549172103935283,3/06/2020,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 30/05/2020,0,134.21,private,false
0.850893901894844,2/06/2020,CBA MERCHANT FEE 5353109391629396 Value Date: 31/05/2020,0,128.7,fees,false
0.18502063157694293,2/06/2020,Transfer From LION PUMPING PTY 045LPS,61.57,0,income,false
0.6215126386860819,2/06/2020,Transfer to CBA A/c NetBank Danibel Supplier,0,701.8,materials,false
0.053499191047589933,2/06/2020,TELSTRA BILL PAYMNT MELBOURNE AU Card xx8833 Value Date: 29/05/2020,0,130.43,,false
0.21025677373522922,2/06/2020,COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx3903 Value Date: 28/05/2020,0,154.94,,false
0.5696410730936303,2/06/2020,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 28/05/2020,0,3,private,false
0.5216201699952909,2/06/2020,DISCOUNT DRUG STORES THOMASTOWN AU Card xx7776 Value Date: 29/05/2020,0,10,,false
0.9898910416276065,2/06/2020,Transfer From Lion Pumping Lion Pumping,1158.17,0,income,false
0.9337611905855066,1/06/2020,Direct Debit 513839 IINET_LIMITED-N 20152067edfb027,0,110.59,utilities,false
0.5714357496073244,31/05/2020,Refund Purchase WOOLWORTHS 3171 MILL PARK VIC AU,69,0,,false
0.6749542735243994,30/05/2020,POS 43424400 30 MAY,840,0,income,false
0.9577179903522957,29/05/2020,POS 43424400 29 MAY,110,0,income,false
0.9723152672182189,29/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009125727406,0,105,materials,false
0.6682109417370103,29/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009121400804,0,13.99,private,false
0.9923157309789767,29/05/2020,Transfer to xx5005 CommBank app Savings,0,400,,false
0.816448034728066,29/05/2020,EnergyAustralia Pty NetBank BPAY 97410 10098555264979,0,65,,false
0.7779500373534787,29/05/2020,EnergyAustralia Pty NetBank BPAY 97410 10038940320839,0,65,,false
0.9884623192170932,29/05/2020,Transfer to xx4217 NetBank,0,800,,false
0.5625675516932238,29/05/2020,OZTELL SYDNEY AU Card xx8833 Value Date: 26/05/2020,0,40,utilities,false
0.7281573821801681,28/05/2020,POS 43424400 28 MAY,10,0,income,false
0.2068901204515743,28/05/2020,Direct Debit 466856 GIO COMMERCIAL I GPM004106253,0,153.26,insurance,false
0.958451328688299,28/05/2020,Refund Purchase COSTCO WHOLESALE AUSTR EPPING AU,49.98,0,,false
0.39421399182269146,28/05/2020,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1158.17,0,income,false
0.23654194791821315,28/05/2020,COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx3903 Value Date: 25/05/2020,0,299.33,,false
0.462501189677599,28/05/2020,SCULLI BROS PTY LTD GREENSBOROUGH AU Card xx7776 Value Date: 25/05/2020,0,127.48,,false
0.04271355272631827,27/05/2020,POS 43424400 27 MAY,170,0,income,false
0.3148035016492141,27/05/2020,BUNNINGS 689000 MILL PARK AU Tap and Pay xx3903 Value Date: 24/05/2020,0,46.7,,false
0.7896280960932018,27/05/2020,WWW.NETTVPLUS.COM A-CF985 WWW.NETTVPLUS CY Card xx8833 AUD 36.36 Value Date: 23/05/2020,0,36.36,,false
0.9500420584924907,26/05/2020,Direct Debit 077380 DEFT PAYMENTS DEFT 20117349,0,869.05,rent,false
0.24791741669376166,26/05/2020,MWA*Centrecom Bundoora Bundoora AU Card xx8833 Value Date: 21/05/2020,0,903,,false
0.07448159126794907,26/05/2020,Spade Kings Pty Ltd South Morang AU Tap and Pay xx3903 Value Date: 24/05/2020,0,42.9,,false
0.7828597892363709,26/05/2020,HONG YAN GROUP PL LALOR AU Card xx7776 Value Date: 22/05/2020,0,9.68,,false
0.29788596519650534,26/05/2020,LALOR H P SEAFOODPL LALOR AU Card xx7776 Value Date: 22/05/2020,0,9.35,,false
0.7014075776752302,26/05/2020,Spade Kings Pty Ltd South Morang AU Card xx7776 Value Date: 24/05/2020,0,4.95,,false
0.8712294254322102,26/05/2020,Transfer From Lion Pumping Lion Pumping,1158.17,0,income,false
0.4897964084028421,25/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009057440781,0,87.51,software,false
0.5041278765520405,25/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009048957745,0,50.72,materials,false
0.41018552585660006,25/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009048969151,0,59.16,software,false
0.9459624412220453,25/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009048996806,0,128.37,materials,false
0.7385157524338479,25/05/2020,ALDI STORES - EPPING EPPING AU,0,58.05,private,false
0.12515800408387956,24/05/2020,COSTCO FUEL EPPING EPPING AU,0,45.01,,false
0.8542116022014636,23/05/2020,Transfer to xx4217 NetBank,0,1000,,false
0.880575669832659,23/05/2020,POS 43424400 23 MAY,1055,0,income,false
0.8738762012047847,23/05/2020,D O C CARLTON CARLTON AU Tap and Pay xx3903 Value Date: 20/05/2020,0,49,,false
0.5210141817697278,23/05/2020,WOOLWORTHS 3163 CARLTON AU Tap and Pay xx3903 Value Date: 20/05/2020,0,7.72,private,false
0.28009714064530855,23/05/2020,WOOLWORTHS 3163 CARLTON AU Tap and Pay xx3903 Value Date: 20/05/2020,0,2.49,private,false
0.1752524292249682,23/05/2020,VANILLI PTY LTD CARLTON AU Tap and Pay xx3903 Value Date: 20/05/2020,0,70.4,,false
0.02195637625117186,22/05/2020,Transfer From Lion Pumping Lion Monthly Value Date: 23/05/2020,550,0,income,false
0.5423820780599788,22/05/2020,POS 43424400 22 MAY,530,0,income,false
0.09496767401453488,22/05/2020,Transfer to xx5005 CommBank app,0,1000,,false
0.7420988303715139,22/05/2020,ADOBE CREATIVE CLOUD ADOBE.LY/ENAU IE Card xx8833 AUD 76.99 Value Date: 19/05/2020,0,76.99,software,false
0.911984956245697,21/05/2020,POS 43424400 21 MAY,550,0,income,false
0.8120742567877779,21/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009036467991,0,899,hardware,false
0.24731494195994852,21/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009029663697,0,567.95,private,false
0.4716032184925627,21/05/2020,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1158.17,0,income,false
0.727919935107161,21/05/2020,TK MAXX NORTHLAND PRESTON AU Tap and Pay xx3903 Value Date: 16/05/2020,0,366.1,,false
0.397486526118463,21/05/2020,MILL PARK PHARMACY PL MILL PARK AU Tap and Pay xx3903 Value Date: 17/05/2020,0,23.15,,false
0.27552015756607995,20/05/2020,POS 43424400 20 MAY,230,0,income,false
0.39159694661511857,20/05/2020,EnergyAustralia Pty NetBank BPAY 97410 10054862335127 ShopHome Electrici,0,466.59,,false
0.22660340029222525,20/05/2020,EnergyAustralia Pty NetBank BPAY 97410 10035416593204 Electricity Shop,0,464.96,,false
0.36445319812990573,20/05/2020,WOOLWORTHS 3292 PRESTON AU Tap and Pay xx3903 Value Date: 16/05/2020,0,20,private,false
0.037973813230488984,19/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009013593021,0,39.01,hardware,false
0.4729989980736844,19/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1009004518079,0,49.99,software,false
0.2533581482475473,19/05/2020,Direct Debit 062246 CommInsure 8260620--143320631,0,39.21,,false
0.9622006190924801,19/05/2020,IKEA RICHMOND RICHMOND AU Tap and Pay xx3903 Value Date: 14/05/2020,0,389.89,,false
0.7206630715171238,19/05/2020,Transfer From Lion Pumping Lion Pumping,1158.17,0,income,false
0.0022226927730786272,18/05/2020,COLES 7786 LALOR AU,0,19.8,,false
0.5034108423626449,16/05/2020,POS 43424400 16 MAY,645,0,income,false
0.600754392110338,16/05/2020,COSTCO WHOLESALE AUSTR EPPING AU Card xx7776,0,37.99,,false
0.02488531139247252,16/05/2020,Transfer to CBA A/c NetBank Danibel Supplier,0,524.7,materials,false
0.5113839048420485,16/05/2020,COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx3903 Value Date: 13/05/2020,0,29.99,,false
0.11881954729025268,16/05/2020,PLINE PH LALOR PLAZA LALOR AU Tap and Pay xx3903 Value Date: 12/05/2020,0,37.4,,false
0.12662955974973178,16/05/2020,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 13/05/2020,0,46.68,private,false
0.10476376340725602,15/05/2020,POS 43424400 15 MAY,710,0,income,false
0.23439658001450692,15/05/2020,Direct Debit 077380 DEFT PAYMENTS DEFT 20039817,0,459.95,rent,false
0.8262108514649695,15/05/2020,Transfer To Doni Franjo PayID Phone from CommBank App savings,0,500,,false
0.19084249406408316,15/05/2020,Transfer to xx5005 NetBank,0,500,,false
0.9179883042101684,15/05/2020,Transfer to xx4217 NetBank,0,1000,,false
0.4714123771779215,15/05/2020,MCDONALDS MILL PARK MILL PARK AU Tap and Pay xx4493 Value Date: 11/05/2020,0,23.5,,false
0.9860492273051182,15/05/2020,JOSEPHINE`S PANTRY P LALOR AU Tap and Pay xx3903 Value Date: 12/05/2020,0,11.93,,false
0.6388906423487095,15/05/2020,JOSEPHINE`S PANTRY P LALOR AU Tap and Pay xx3903 Value Date: 12/05/2020,0,3.06,,false
0.4690597243453354,14/05/2020,POS 43424400 14 MAY,819.95,0,income,false
0.9703340697990908,14/05/2020,Direct Debit 062246 CommInsure 9003028--143192661,0,51.48,,false
0.21351334026817437,14/05/2020,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1219.74,0,income,false
0.4087603867155638,14/05/2020,VODAFONE NORTH SYDNEY AU Card xx8833 Value Date: 11/05/2020,0,230.64,utilities,false
0.048291483109448974,14/05/2020,COLES 7786 LALOR AU Tap and Pay xx3903 Value Date: 12/05/2020,0,10,,false
0.27241994499709543,13/05/2020,COSTCO FUEL EPPING EPPING AU,0,45,,false
0.6036649734749746,13/05/2020,MEDITERRANEAN WHOLES BRUNSWICK AU Tap and Pay xx3903 Value Date: 10/05/2020,0,59.28,,false
0.26235981104938855,13/05/2020,S & S FINE FOODS PTY EPPING AU Tap and Pay xx3903 Value Date: 09/05/2020,0,39.92,,false
0.3582409033952796,13/05/2020,BOSSINI INTERNAT HEIDELBERG WE AU Card xx7776 Value Date: 10/05/2020,0,50,,false
0.2589788859837854,12/05/2020,Direct Debit 068616 HOLLARD INSURANC HOLLAR2692664357,0,64.55,,false
0.7810488781160592,12/05/2020,LALOR H P SEAFOODPL LALOR AU Tap and Pay xx3903 Value Date: 08/05/2020,0,47.4,,false
0.5734187473816645,12/05/2020,WOOLWORTHS 3355 EPPING AU Tap and Pay xx3903 Value Date: 08/05/2020,0,60.12,private,false
0.16358762832812923,12/05/2020,PADRINO IGA PLUS LIQ THOMASTOWN AU Tap and Pay xx3903 Value Date: 08/05/2020,0,26.46,,false
0.04457625013758215,12/05/2020,HARRIS SCARFE EPPING AU Tap and Pay xx3903 Value Date: 09/05/2020,0,88.48,,false
0.756230102418862,12/05/2020,Return RESTOCK PTY LTD KEILOR PARK AU Card xx8833 Value Date: 08/05/2020,119.9,0,,false
0.8374567164917708,12/05/2020,Transfer From Lion Pumping Lion Pumping,1158.17,0,income,false
0.5241496049956926,10/05/2020,HARRIS SCARFE EPPING AU Card xx7776,0,104.97,,false
0.7375963836058101,10/05/2020,ALDI STORES - COBURG N COBURG NORTH AU,0,269.77,private,false
0.7035536239304512,9/05/2020,POS 43424400 09 MAY,360,0,income,false
0.7843416631323168,9/05/2020,SITEGROUND HOSTING 448008620379 GB Card xx8833 AUD 30.00 Value Date: 06/05/2020,0,30,,false
0.5584331686328392,8/05/2020,POS 43424400 08 MAY,760,0,income,false
0.38065912169468463,8/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1008886177987,0,2.49,software,false
0.89905190918883,8/05/2020,Direct Debit 077380 DEFT PAYMENTS DEFT 29983966,0,1430,rent,false
0.7470102572823956,8/05/2020,Transfer from NetBank,500,0,,false
0.11327877916424911,7/05/2020,POS 43424400 07 MAY,120,0,income,false
0.009574130964923766,7/05/2020,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1158.17,0,income,false
0.6717556367885313,7/05/2020,JB HI FI GREENSBOROUGH AU Tap and Pay xx3903 Value Date: 04/05/2020,0,799,materials,false
0.12166007919239274,7/05/2020,JB HI FI GREENSBOROUGH AU Tap and Pay xx3903 Value Date: 04/05/2020,0,54.95,materials,false
0.6713067437661402,7/05/2020,COLES 7762 MERNDA AU Tap and Pay xx3903 Value Date: 05/05/2020,0,45,,false
0.14626521689597016,7/05/2020,DISCOUNT DRUG STORES THOMASTOWN AU Card xx7776 Value Date: 02/05/2020,0,40.97,,false
0.6137816996996035,6/05/2020,CENTRE COM SUNSHINE AU,0,58,,false
0.6457655564915341,6/05/2020,PSARAKOS PTY LTD BUNDOORA AU Tap and Pay xx3903 Value Date: 04/05/2020,0,118.95,,false
0.36420576521165593,6/05/2020,BUNNINGS 492000 EPPING AU Tap and Pay xx3903 Value Date: 03/05/2020,0,75.91,,false
0.242025228961803,6/05/2020,BUNNINGS 543000 MERNDA AU Tap and Pay xx3903 Value Date: 03/05/2020,0,225.25,,false
0.6488482685873622,5/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1008850966013,0,26.57,private,false
0.17210122564785513,5/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1008850892010,0,36,private,false
0.18045278086784333,5/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1008850965770,0,39.11,private,false
0.6817445367236872,5/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1008850793088,0,34.94,private,false
0.2378164214699232,5/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1008850813975,0,29.99,private,false
0.6204205810589443,5/05/2020,Direct Debit 279234 PAYPAL AUSTRALIA 1008850610635,0,184.71,software,false
0.3103006991403241,5/05/2020,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx3903 Value Date: 30/04/2020,0,59.98,private,false
0.06113658757194207,5/05/2020,COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx3903 Value Date: 30/04/2020,0,188.3,,false
0.7245575160300315,5/05/2020,OZTELL SYDNEY AU Card xx8833 Value Date: 30/04/2020,0,40,utilities,false
0.538917809340798,5/05/2020,WU 2012282496132419 180-017-3833 AU Card xx8833 Value Date: 01/05/2020,0,205,,false
